#OTUID,taxonomy,confidence
a37640b7a27a6c676a26173dc08a4cb4,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales,1
b770c00af64b58d9b1eacce0613016dc,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae,1
865f5d62e722a0033c12d00960a4c581,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Stereaceae;g__Stereum,0.9
b39f2b8c5b539c798112a8ab0721f932,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae;g__Trichosporon,1
80a3d2086bca3e453260c7c5e0308939,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,0.8
ffc4276904a7a3cd2ee3d79f24505d35,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,0.8
0bb923c994ae24c0127ea803db2043e6,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Pseudorobillarda;s__Pseudorobillarda_phragmitis,0.666666667
7d9b715c21a2ae21d4a57df66ea5d348,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,0.8
0ed671243830f0e270baafa1d6adce14,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Neosetophoma,0.6
4c7314259eca7961ce8298ac181992b2,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,0.6
0d46cc9aa56e53b00d774429049fb52e,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales,1
5b9e222a14026c211a44efe5e2003e1c,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia,1
b0081fb0ac15ab3e090f798a2b694589,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_parapsilosis,0.666666667
342ae1eccccdab9109112745edb6ce63,Unassigned,1
150f33edb9aedfae9c9a29fd76cafc7f,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus,0.8
951ea1a852cc865602e5abe4fabb9c61,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lycoperdaceae,0.8
c3b9c1cfb885c51833e05e6fcde58389,Unassigned,1
f60de18960d3447244f82bc2ce825e80,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium,1
51454c4bc67bdcefb245af5be49afc33,k__Fungi;p__Basidiomycota;c__Wallemiomycetes;o__Wallemiales;f__Wallemiaceae;g__Wallemia,1
8806b5dbec2924868ea48592eb38b66c,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae,0.9
d6b6072bfab8bbfa8026b3b1ecb7339c,k__Fungi;p__Ascomycota;c__Leotiomycetes,0.7
36784fdcf50241b8e71574350f4280de,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia,1
ed59184e37a90439ab99b9d48a222f0f,Unassigned,1
c8d8ac90beec7b85aa068a20f610777d,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Chaetothyriaceae;g__Ceramothyrium;s__Ceramothyrium_carniolicum,1
ff41a3a387f167c0a51b67d61b506925,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Trametes,0.9
1336262d71f5e9ed57b6992ca0496a94,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae,1
661da0357e92af97d288f526f0e03c16,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia,1
e7ec16d04131f6cb914600e3d387f1b3,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Stereaceae;g__Stereum,1
a0b17be75afaa00bd3e6f2a777745504,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria,0.9
cadd99540b0a00c7309c46bcf84fcdef,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,0.833333333
b1b205bd51df7824becc129c7e38c7c5,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales,0.8
2917dbdfc24954e37a56f545a8d936c4,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula,1
a815682f0af079341b7a0c20c9b3a343,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetales_fam_Incertae_sedis;g__Resinicium,1
1507107b050ba24f4d9c2690dc2d00ab,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia,1
82a5b1334dcd0d16cf4976b26367e5db,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Exidiaceae;g__Exidia,0.6
95213c2e915385d1b1cc897d65c6c5dc,k__Fungi;p__Basidiomycota;c__Agaricomycetes,1
b120e7a4b7ee3afdb9006dc679ba0f33,k__Fungi;p__Ascomycota;c__Sordariomycetes,0.9
8581d3ea2afc79b8f701de471fd7960b,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia,0.9
321aae2354123ad7fbf58faf34784729,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Alutaceodontia;s__Alutaceodontia_alutacea,1
a76b3dff2bf966d69f137c42e2575e58,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae,1
dfea246211ff667204bb016bf2c48387,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Phaffomycetaceae;g__Cyberlindnera;s__Cyberlindnera_jadinii,1
406a85251c4d1998613e5c14b85be82d,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium,1
d6b79657d66c9dff7cb69aea234406cf,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Peniophora,0.6
2ae3141f977a44c090300416a70c3048,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Peniophora,0.6
65fdcff30cef4ab6676798656fb77cb0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,0.6
7bdf5e73669dfb370306e9aff5ce4c95,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria,0.6
209ee43c4c83aa2488cebf87d639659f,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Microporus,0.571428571
149589bfc1a352d4931458a97a33ede9,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae,1
a4e1e81a86297b6e463d1f104e2f2784,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema,1
a31eee2afab479f06cbb3482ad9c4e14,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Toxicocladosporium,1
bf2b7e1b8fd16394b6c56dc148a711ca,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae,0.9
cd89295f662125341ba5b89921618674,k__Fungi;p__Basidiomycota;c__Microbotryomycetes,1
7a232e87994ee58c84d98867c94b988a,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae,1
4192e72aa14c539c11352dc2e083f889,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Fomitopsidaceae;g__Fomitopsis,0.857142857
5ceccd16257bb798b19d6321ef21ac7c,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,0.6
d14a3b3d998deaf08708925b63f7b9ca,Unassigned,1
6e29f65ae6d23965e4f19329393d34f9,Unassigned,1
8db8284b32eb85732d7a93152897c992,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,1
f5283ccf70315d9ef3e688fe5b2297d2,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Debaryomycetaceae;g__Debaryomyces,1
d642f950899796eef57ad6a093b9c39a,Unassigned,1
916222cc2f93aa5fd48590c3e5b4227e,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Baeospora,1
adc488df32ffce1d1f1f17a217d6bed6,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Trametes,0.9
1429b186cc7a477f7c4d6295a70a4269,Unassigned,1
d405b9da8ed3cdacfe667903f460bf0e,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Phanerochaetaceae;g__Phlebiopsis,0.7
8718b84145a25764d66b5bb8ea2c7a51,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Trimorphomycetaceae;g__Saitozyma,1
0397afadfaba9046abb9605f0506dce3,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales;f__Erysiphaceae;g__Podosphaera,1
9517006beea178cd1738ee8b0b2d48c5,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium,0.9
4fa56db40ea9d8fa483b5d9d62bf4ce4,k__Fungi;p__Ascomycota;c__Dothideomycetes,0.666666667
9e75f13b78f6a32a3bab25cf69746ab1,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,1
7951008e95277259052d25bcba777641,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Rhynchogastremataceae;g__Papiliotrema,0.888888889
0553c3955fa099478db298c8e74bab2b,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Trametes,0.8
918b21492799128b0a15dee5e1578036,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Alutaceodontia;s__Alutaceodontia_alutacea,1
5b1c5d74ec246ef877f3c1f8b14d02d9,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellales_fam_Incertae_sedis;g__Sistotrema;s__Sistotrema_oblongisporum,1
6bb3ff99ff05564433b178003f67e743,k__Fungi;p__Ascomycota,0.7
1ad1c28f4723829223df4009c24a4dfd,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella,0.7
a9893526b0eea656c9a1662802b6e55c,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,0.8
87aa11b6f18fa6714f489db95361e028,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Stereaceae;g__Stereum,1
cd3c4c173feb0fd594b2104af6e668c2,Unassigned,1
52ed9fac922fa721aa52678e5c769536,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Trametes,0.8
fc53694d10431983bdb0c3d3bdaf865b,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae,0.8
f9b1f1b8b5e7260a1756c1b8a23ec679,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,0.6
44919ce9d5314e19949c5922416ffd81,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula,1
e91a72ae47793335b2dffa06557549ae,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia,0.9
67a3ef469bc1d1438c10a406889e70f6,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_penicillioides,0.8
a5dfad008a68b82c320ae87795ebf0e7,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,0.75
1c142d2fb05b6da8a18ba5281ada56c4,Unassigned,1
1551334135c75fb87216c2daf9b329c7,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria,0.6
35b8b14a9fe69d2d2e1aa09f78367de4,Unassigned,1
c4dd858eb1a93a2ef2430fe18f368bc0,k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified,1
ade94b552fd2a60ceeca23b182cdc184,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium,0.9
f606db60c31232678fabf39429f26b08,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula,1
d540d122b5f16bc524e185771ff15f54,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Hannaella;s__Hannaella_pagnoccae,1
c8008df9b9c70ddee4879df1f5afa9ab,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Phanerochaetaceae;g__Phlebiopsis,0.9
2c0c6a9676edc0fcce4167d00ffc2acb,k__Fungi;p__Ascomycota,0.7
7f074a5febd133dc3f17ce08d95d0ba5,Unassigned,1
268641f291235c7d75a0946da4c0ea0f,k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified,1
f986b2545fd9632dae66b64911a6b357,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae,0.9
b68eac8af4b2920b7c60be2d52dfbe32,k__Fungi;p__Ascomycota,0.7
b71e13de4bc5a9680af0a1487208bc1a,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Pholiota,1
47f6a5e28e9a511129766797fdabf48a,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,0.8
c888556b4a3abeffa66caa4a47b3d8ff,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae,1
5a218d54b8b885a5d37163f186ef262d,k__Fungi;p__Ascomycota,0.7
c491500dc9e358d335d247a098076cb6,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Amphobotrys;s__Amphobotrys_ricini,1
5dc423eda3591dcb4cfef2207615ecf3,Unassigned,1
1f509112a18d82c74e7bd94fb453abce,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Serpulaceae;g__Serpula;s__Serpula_himantioides,0.666666667
b52f2e046e6712e50d913d311eff4e63,Unassigned,1
ce0420912dec1acaa3f23560e52adc1c,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Peniophora,0.7
48f84c4a75e9c45ba3d7f02667eadf6f,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia,1
30357bdce7f94057b2c9c231764c0c2a,k__Fungi;p__Ascomycota,0.7
5cf36f94aa80c8c247332084b3221104,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales,0.75
8158441a06fdd14f9d8e917988e32cdd,k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Erysiphales;f__Erysiphaceae;g__Golovinomyces,0.8
4de8b78559cb75ba5500f4eda242d4db,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,0.9
d9e4158fc37e8c283f8dcc8e46d3e935,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Typhulaceae;g__Typhula;s__unidentified,1
2fc7d57f967c0c83abcf82989469b40c,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces,1
7db0fd6e959ce065b77cf81b3cf01f03,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Athelia,0.833333333
2ee4fdc469be1f2ee6fa8a679da84c76,Unassigned,1
3d1cafbcc9015254f3f0f039d4e3bb40,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Hannaella;s__Hannaella_sinensis,1
ad348ac124a81090ea8d6f94fef41a65,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus;s__Aspergillus_penicillioides,0.7
823128b129fa7d8c7ebd2dce38ad4818,k__Fungi;p__Ascomycota,0.7
ebe06a53a5346c59f15beeb185beef4c,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,1
73e29fa3e1835d25dac313bcbf5baea6,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,1
48d689eb7300568f9148233f88cce610,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,0.6
4b51e795040d79d069e6010b043572bb,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces,1
bc59c288da87fb12e1d9f2272b882f62,Unassigned,1
8f7793121e4f91fcbd884583ea32ad15,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae,0.8
311e1741bf6482bba26c82374bdb94a1,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae,1
a1f6035e60b344091d1ad8cfbb7a9f9e,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales;f__Cystobasidiaceae;g__Cystobasidium,0.7
4c768b02767b226b48f9a501f882b517,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae;g__Trichosporon,1
b52d8fa1a392ab598679612644a18049,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,0.8
4cbb1bd454c9bc77a90eac9c28dc1a36,Unassigned,1
017709bd5d43e1353cc08bcf0c136746,Unassigned,1
b3b963d8a683561592224f0ed92508d8,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces,1
4e5d723e2d57e3c952b5721b78f34845,k__Fungi;p__Basidiomycota;c__Wallemiomycetes;o__Wallemiales;f__Wallemiaceae;g__Wallemia,1
0789fae0a0c984e9b2edc0fe8d38d2bf,Unassigned,1
97d5c4b0a3ae728566d00e0a4d98b953,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella,0.8
f65bf7afc11e25677b193b9b32d52f91,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae,0.666666667
9915aece4ab576ad949aec17859d539a,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae,0.9
b56297ca185a3b440867b00d85219793,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae,0.6
0752006c05f4f88eaeefe763e23ee238,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae;g__Trichosporon,1
1bf769779f0500d95d99df800901f3ff,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula,1
c5c775bb48821ec07686bafd5307dbda,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Parasola,1
295ac4b488f89a8f50f72b4f19817a84,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Chaetothyriales_fam_Incertae_sedis;g__Neophaeococcomyces,1
172b643ed222b35e6cc27dd9d4114d4e,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales,0.7
bf179c6997c1ff5aa8c81f8b5ea063b5,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium,1
8e0ed4982263cef4eed8be90bcec0599,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Trechisporales_fam_Incertae_sedis;g__Sistotremastrum,1
c3ec5891aa1b1a1fec9f3d123ef33eb0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Alutaceodontia;s__Alutaceodontia_alutacea,1
0d51da5a0638305272e1c2e55b6776fc,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris,0.9
7e231c27e07047b55f9d39013e420650,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium,1
db077bf0f7f76876a1210f60feb68628,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae,1
f0b82f839dfb1dc1d253f3b7a9f2bea5,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Coniothyriaceae;g__Coniothyrium;s__unidentified,1
618bc571cbc8bd1ac7e247fbcf1d4ad6,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria,0.6
a9cb2307e94f60ab8e53d53a3a4e4953,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Acremonium,0.8
331185bec9bd1a2eb0463b046ff06ca5,k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_fam_Incertae_sedis;g__Candida;s__Candida_albicans,0.777777778
441cb8378d318d81bbf3a9d5b4687877,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Trimorphomycetaceae;g__Saitozyma,1
fb25b703b1efa8f8e6604eaaee04ae6f,Unassigned,1
4b1ac11feaca2913bcbe6c2c61804444,k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified,0.9
88ea5d858dcc831052515ca6444fc481,Unassigned,1
517fdb6ce4c681ebb149b2d00a397905,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Symmetrosporaceae;g__Symmetrospora,0.8
acfd87f0ac0ce68cf4e5c8566dacb31a,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,0.8
cd26edb85d427c251f53fc765b6d6355,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Schizophyllaceae;g__Schizophyllum,1
ab2bae160c184a0b320ac700ec227a58,Unassigned,1
0e1ff161aa88e2ec6d8e9922903f163e,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified;s__unidentified,1
5552204e9102f777fdcd00c63790faef,Unassigned,1
98c359dedaff69e294aae664a1962364,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Aspergillus,0.8
5b34584ba4cc83a6c4f93761fa65aabb,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia,0.9
7d4579ffd617c33f1dc2bb4d8a8f23ce,k__Fungi;p__Ascomycota,0.7
94007aeea2c34701ff6fad5b202546bc,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae,0.8
4595d0f25b346fe27d26e4517516b4d2,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Sporidiobolus,0.6
a2e3a84ce11c886413a1c99bbc20cbf5,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Trametes,0.9
98ffc5b539784dfa16eecf0e2363f6d3,k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified,1
bfa81697188d2c304044fedbc1bb54b7,k__Fungi;p__Ascomycota;c__Leotiomycetes,0.8
67410e0f378e2640c1c1d7ec5fbb53c0,k__Fungi;p__Ascomycota,0.7
9d67129971a6fb066ce5a7e91d78edde,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Phanerochaetaceae,0.7
d9eceb37ba770c32153ad8fe96313437,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria,1
ee4e21f088d8c096b9e2b1df6161b6f2,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella,0.7
8d0130ff19f5d5ee9c5ac31e4524eb9b,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula,1
f373e6be1b31690a10208a1f97ce0940,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium,1
0e1a07bfa2ffe0ff86d757b6b9b026f1,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolaceae;g__Rhodotorula,1
2648a7ac4533519044491741d7227be3,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium,1
d5810c6f7a0c6a1edb46cc410674fc3d,k__Fungi;p__Ascomycota,0.7
0c50d6c010cbbdaa9b5bfd3434a0b04d,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales,0.6
443f64cf843da7c3d5a615e286ca565f,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella,0.8
d71110465ba19657ad32d5ef0a9b7c62,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae,1
51ff337629a198b6197b20a90a5ec1e3,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Erythrobasidiales;f__Erythrobasidiaceae;g__Erythrobasidium,0.8
c679028eb56bdc962bfcee8efe7ba02f,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Periconiaceae;g__Periconia,0.6
f6300e07dc953fc9b0f2dd3b7d4417d1,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria,1
65485219b5b81643dcda7e1cf91e0df4,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae,1
b9e331928d1d138d7f8337b7739cbdaa,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces,1
5a7996396b9cfe760314e9a8b386b424,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Bondarzewiaceae,0.625
fdb282ab3afa5ca16ba712a37ec81f60,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces,1
900430907ec993a0f398359d955b6ba1,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus,0.9
02c24b55ac05a8102170c5cb2b23daa8,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium,1
